"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"US1NJMD0045","40.5759108","-74.2846869","21.6","2021-11-23",,,"0.03",",,N",,,,
"US1NJMD0045","40.5759108","-74.2846869","21.6","2021-11-24",,,"0.00",",,N","0.0",",,N",,
"US1NJMD0045","40.5759108","-74.2846869","21.6","2021-11-25",,,"0.00",",,N","0.0",",,N",,
"US1NJMD0045","40.5759108","-74.2846869","21.6","2021-11-26",,,"0.09",",,N",,,,
"US1NJMD0045","40.5759108","-74.2846869","21.6","2021-11-27",,,"0.03",",,N",,,,
"US1NJMD0045","40.5759108","-74.2846869","21.6","2021-11-28",,,"0.00","T,,N","0.0","T,,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-01",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-02",,,"0.05",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-03",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-04",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-05",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-06",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-07",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-08",,,"0.17",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-09",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-10",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-11",,,"0.23",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-12",,,"0.58",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-13",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-14",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-15",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-16",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-17",,,"0.00","T,,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-18",,,"0.00","T,,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-19",,,"0.73",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-20",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-21",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-22",,,"2.41",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-23",,,"3.65",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-24",,,"0.04",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-25",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-26",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-27",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-28",,,"0.00","T,,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-29",,,"0.00","T,,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-30",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-08-31",,,"0.15",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-01",,,"0.16",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-02",,,"7.17",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-03",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-04",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-05",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-06",,,"0.03",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-07",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-08",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-09",,,"0.03",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-10",,,"0.03",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-11",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-12",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-13",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-14",,,"0.81",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-15",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-16",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-17",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-18",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-19",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-20",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-21",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-22",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-23",,,"0.01",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-24",,,"1.96",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-25",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-26",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-27",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-28",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-29",,,"0.08",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-09-30",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-01",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-02",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-03",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-04",,,"0.12",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-05",,,"0.43",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-06",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-08",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-10",,,"0.03",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-11",,,"0.22",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-12",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-13",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-14",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-15",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-16",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-17",,,"0.32",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-18",,,"0.09",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-19",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-20",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-21",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-22",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-23",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-24",,,"0.01",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-25",,,"0.05",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-26",,,"2.96",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-27",,,"2.29",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-28",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-29",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-30",,,"0.62",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-10-31",,,"0.24",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-01",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-02",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-03",,,"0.01",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-04",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-05",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-06",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-07",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-08",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-09",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-10",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-11",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-12",,,"0.00","T,,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-13",,,"0.40",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-14",,,"0.25",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-15",,,"0.02",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-16",,,"0.01",",,N","0.0","T,,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-17",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-18",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-19",,,"0.05",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-20",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-21",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-22",,,"0.04",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-23",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-24",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-25",,,"0.00",",,N","0.0",",,N",,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-26",,,"0.09",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-27",,,"0.08",",,N",,,,
"US1NJSM0002","40.683056","-74.552361","91.7","2021-11-28",,,"0.00","T,,N","0.0","T,,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-01",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-02",,,"0.21",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-03",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-04",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-05",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-06",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-07",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-08",,,"0.02",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-09",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-10",,,"0.08",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-11",,,"0.25",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-12",,,"1.10",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-13",,,"0.02",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-14",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-21",,,,,,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-22",,,"0.82",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-23",,,"3.74",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-24",,,"0.03",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-25",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-26",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-27",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-28",,,"0.02",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-29",,,"0.00","T,,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-30",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-08-31",,,"0.09",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-01",,,"0.29",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-02",,,"4.89",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-03",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-04",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-05",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-06",,,"0.10",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-07",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-08",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-09",,,"0.68",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-10",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-11",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-12",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-13",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-14",,,"1.05",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-15",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-16",,,"0.03",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-17",,,"0.01",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-18",,,"0.01",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-19",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-20",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-21",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-22",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-23",,,"0.09",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-24",,,"2.14",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-25",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-26",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-27",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-28",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-29",,,"0.04",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-09-30",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-01",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-02",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-03",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-04",,,"0.09",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-05",,,"0.58",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-06",,,"0.01",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-07",,,"0.04",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-08",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-09",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-10",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-11",,,"0.23",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-12",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-13",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-14",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-15",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-16",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-17",,,"0.48",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-18",,,"0.08",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-19",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-20",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-21",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-22",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-23",,,"0.01",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-24",,,"0.01",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-25",,,"0.07",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-26",,,"2.34",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-27",,,"1.78",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-28",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-29",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-30",,,"0.58",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-10-31",,,"0.20",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-01",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-02",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-03",,,"0.00","T,,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-04",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-05",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-06",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-07",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-08",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-09",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-10",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-11",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-12",,,"0.04",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-13",,,"0.57",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-14",,,"0.34",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-15",,,"0.06",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-16",,,"0.03",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-17",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-18",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-19",,,"0.11",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-20",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-21",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-22",,,"0.11",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-23",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-24",,,"0.00","T,,N","0.0","T,,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-25",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-26",,,"0.07",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-27",,,"0.02",",,N",,,,
"US1NJMS0061","40.78532","-74.86121","224.9","2021-11-28",,,"0.03",",,N","0.2",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-01",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-02",,,"0.18",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-03",,,"0.00","T,,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-04",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-05",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-06",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-07",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-08",,,"0.19",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-09",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-10",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-11",,,"0.19",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-12",,,"0.68",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-13",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-14",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-15",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-16",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-19",,,,,,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-20",,,"0.01",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-21",,,"0.01",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-22",,,"1.46",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-23",,,"4.19",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-24",,,"0.04",",,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-25",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-26",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-27",,,"0.00",",,N","0.0",",,N",,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-29",,,,,,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-30",,,"0.00","T,,N",,,,
"US1NJMS0060","40.78174","-74.67375","237.1","2021-08-31",,,"0.02",",,N",,,,
